,LotArea,GarageFinish,YearRemodAdd,KitchenAbvGr,LowQualFinSF,ExterCond,BsmtHalfBath,Fireplaces,CentralAir,BsmtUnfSF,GarageCars,Neighborhood_NWAmes,1stFlrSF,BsmtFinType1,GarageYrBlt
879,7000,1,2005,1,0,3,0,0,1,218,1,0,864,5,1978.0
880,7024,3,2006,1,0,2,0,0,1,110,2,0,1090,5,2005.0
881,13758,2,1991,1,0,3,0,1,1,254,2,0,1187,2,1990.0
882,9636,2,1993,1,0,2,0,1,1,808,2,0,808,1,1993.0
883,6204,1,1950,1,481,2,0,0,0,795,1,0,954,1,1997.0
884,7150,2,1967,1,0,2,0,0,1,460,1,0,892,4,1967.0
885,5119,3,2000,1,0,2,0,1,1,460,2,0,1709,6,1999.0
886,8393,3,2005,2,0,2,0,0,1,1098,2,0,1712,2,2005.0
887,16466,1,1955,1,0,3,0,0,1,816,1,0,872,1,1955.0
888,15865,1,1970,1,0,3,0,1,1,1043,2,0,2217,5,1970.0
889,12160,2,1953,1,0,2,0,1,1,481,2,0,1505,4,1953.0
890,8064,1,2006,1,0,3,0,1,1,672,2,0,672,1,2003.0
891,11184,2,1978,1,0,2,0,1,1,192,2,0,918,2,1978.0
892,8414,2,2003,1,0,2,1,0,1,396,1,0,1068,6,1963.0
893,13284,1,1954,1,0,2,0,1,1,319,1,0,1383,4,1954.0
894,7018,1,1979,2,0,2,0,0,1,0,2,0,1535,0,1979.0
895,7056,2,1963,1,0,2,0,1,1,380,2,0,983,4,1963.0
896,8765,1,1950,1,0,2,0,0,0,666,1,0,951,5,1936.0
897,7018,1,1979,2,0,2,0,0,1,0,2,0,1120,0,1979.0
898,12919,3,2010,1,0,2,0,2,1,142,3,0,2364,6,2009.0
899,6993,1,1994,1,0,2,0,1,1,447,1,0,1236,4,1961.0
900,7340,1,1971,1,0,2,0,0,1,536,1,0,858,5,1979.0
901,8712,1,2000,1,0,3,0,0,1,132,1,0,1306,4,1968.0
902,7875,3,2003,1,0,2,0,1,1,783,2,0,807,1,2003.0
903,14859,2,2006,1,0,2,0,1,1,1670,3,0,1670,1,2006.0
904,6173,1,1967,1,0,2,0,0,1,277,1,0,902,6,1967.0
905,9920,2,1954,1,0,2,0,0,1,412,1,0,1063,3,1954.0
906,13501,2,2006,1,0,2,0,1,1,1560,3,0,1636,6,2006.0
907,11500,3,1987,1,0,2,0,1,1,794,1,0,1020,3,1936.0
908,8885,1,1983,1,0,2,0,0,1,239,2,0,902,4,1983.0
909,12589,3,2005,1,0,2,0,1,1,742,2,0,742,1,2005.0
910,11600,1,1960,2,0,2,0,0,1,662,2,0,1105,3,1960.0
911,9286,1,1989,1,0,2,0,0,1,1072,1,0,1268,5,1978.0
912,6120,1,1950,1,0,2,0,0,0,279,1,0,1015,3,1925.0
913,6270,1,1950,2,0,2,0,0,0,717,3,0,1001,4,1949.0
914,3000,2,2009,1,0,2,0,0,1,318,2,0,612,6,2009.0
915,2001,1,1970,1,0,2,0,0,1,546,1,0,546,1,1970.0
916,9000,1,1950,1,0,2,0,0,0,430,1,0,480,4,1958.0
917,17140,2,1956,1,0,2,0,0,1,75,1,0,1229,5,1956.0
918,13125,2,1991,1,0,2,0,1,1,422,3,0,912,4,1991.0
919,11029,1,2002,1,0,2,0,1,1,245,2,0,1414,5,1990.0
920,8462,2,1994,1,0,3,1,0,1,114,2,0,936,6,1994.0
921,8777,0,2003,2,0,2,0,0,1,188,0,0,1272,5,0.0
922,10237,3,2006,1,0,2,0,1,1,1288,2,0,1316,6,2005.0
923,8012,2,1994,1,0,2,0,1,1,598,2,0,1617,2,1993.0
924,10240,1,1980,1,0,3,0,1,1,0,2,1,1686,4,1980.0
925,15611,2,1977,1,0,2,1,0,1,266,2,1,1126,5,1977.0
926,11999,3,2004,1,0,2,0,1,1,1181,3,0,1234,1,2003.0
927,9900,2,1968,1,0,2,0,1,1,280,2,1,1098,4,1968.0
928,11838,2,2001,1,0,2,0,1,1,1753,2,0,1788,1,2001.0
929,13006,3,1997,1,0,2,0,1,1,964,2,0,993,1,1997.0
930,8925,3,2007,1,0,2,0,0,1,1450,3,0,1466,6,2007.0
931,9100,1,1965,1,0,2,1,0,1,121,1,0,925,4,1965.0
932,11670,3,2006,1,0,2,0,1,1,1905,3,0,1905,1,2006.0
933,8487,2,2004,1,0,2,0,0,1,1480,2,0,1500,6,2004.0
934,27650,2,2007,1,0,2,0,1,1,160,2,0,2069,6,1960.0
935,5825,1,1953,1,0,3,0,0,1,600,2,0,747,1,1953.0
936,10083,2,2003,1,0,2,0,0,1,343,2,0,1200,6,2003.0
937,9675,2,2005,1,0,2,0,1,1,772,2,0,1113,6,2005.0
938,8760,2,2006,1,0,2,0,0,1,927,3,0,1391,6,2006.0
939,24090,1,1950,1,0,3,0,2,1,1032,1,0,1207,1,1940.0
940,12640,1,1976,2,0,2,0,0,1,396,2,0,1728,3,1976.0
941,8755,2,1999,1,0,2,0,1,1,220,2,0,1022,5,1999.0
942,7711,0,1977,2,0,2,0,0,1,0,0,0,1440,6,0.0
943,25000,1,1967,2,0,2,0,0,1,1632,2,0,1632,1,1967.0
944,14375,2,1958,1,0,2,1,1,1,354,2,0,1344,6,1958.0
945,8820,1,1996,1,120,2,0,0,1,0,2,0,1188,2,1963.0
946,8163,2,1959,1,0,3,0,1,1,102,1,0,1144,5,1959.0
947,14536,3,2003,1,0,2,0,1,1,316,3,0,1629,6,2002.0
948,14006,2,2002,1,0,2,0,1,1,936,2,0,936,1,2002.0
949,9360,2,2006,1,0,2,0,1,1,179,2,1,1381,5,1972.0
950,7200,2,2002,1,0,2,0,0,1,317,2,0,864,5,1980.0
951,7800,1,1965,1,0,2,0,0,1,187,1,0,965,4,1979.0
952,7200,3,2003,1,0,3,1,0,1,108,1,0,768,6,1974.0
953,11075,2,1969,1,0,2,1,1,1,29,2,0,1168,5,1969.0
954,9400,0,1975,0,0,2,2,0,1,0,0,0,980,6,0.0
955,7136,1,1950,2,0,2,0,0,0,495,2,0,979,3,1946.0
956,1300,3,1980,1,0,2,0,1,1,276,2,0,561,5,1980.0
957,7420,3,1962,1,0,2,0,0,1,640,2,0,1057,3,1977.0
958,8450,2,2003,1,0,2,0,0,1,638,2,0,1337,6,2003.0
959,2572,1,1999,1,0,2,0,0,1,92,2,0,696,5,1999.0
960,7207,0,2008,1,0,3,0,0,1,162,0,0,858,4,0.0
961,12227,3,1995,1,0,3,0,1,1,434,2,1,1542,5,1977.0
962,2308,1,1976,1,0,2,0,1,1,248,2,0,804,5,1976.0
963,11923,3,2007,1,0,2,0,0,1,1800,2,0,1800,1,2007.0
964,11316,3,2003,1,0,2,0,1,1,193,2,0,824,6,2002.0
965,10237,3,2007,1,0,2,0,1,1,783,2,0,783,1,2005.0
966,9600,1,1950,1,0,3,0,2,1,300,1,0,976,3,1940.0
967,7390,1,1955,1,0,2,0,0,1,196,1,0,1098,5,1955.0
968,5925,0,1950,1,0,2,0,0,0,600,0,0,600,1,0.0
969,10382,2,1958,1,0,1,0,0,1,75,1,0,1095,5,1958.0
970,10800,0,1950,1,0,2,0,0,0,720,0,0,720,1,0.0
971,2268,2,2004,1,0,2,0,0,1,197,2,0,764,6,2003.0
972,7892,1,1979,1,0,2,0,1,1,918,1,0,918,1,1979.0
973,11639,3,2008,1,0,2,0,0,1,1428,2,0,1428,1,2007.0
974,11414,1,1993,1,0,3,0,0,0,728,2,0,1136,1,1997.0
975,2651,1,2000,1,0,2,0,0,1,32,2,0,673,6,2000.0
976,5900,0,1958,1,0,2,0,0,1,440,0,0,869,1,0.0
977,4274,3,2007,1,0,2,0,0,1,135,2,0,1241,6,2007.0
978,9450,1,1954,1,0,2,0,0,1,342,2,0,894,2,1999.0
979,8816,1,1963,1,0,2,0,0,1,470,2,0,1121,3,1963.0
980,12122,2,2007,1,0,2,0,0,1,77,2,0,999,5,1961.0
981,12203,3,1999,1,0,2,0,1,1,371,3,0,1276,6,1998.0
982,3182,3,2007,1,0,2,0,1,1,1266,2,0,1266,1,2007.0
983,11250,1,2002,1,0,2,0,1,1,1128,2,0,1149,1,2002.0
984,10125,1,1977,2,0,2,0,0,1,0,2,0,1302,0,1977.0
985,10880,1,1950,1,0,2,0,0,0,124,1,0,1164,5,1950.0
986,5310,1,2003,1,0,3,0,0,1,485,1,0,1001,1,1950.0
987,10159,3,2010,1,0,2,0,1,1,284,3,0,1940,6,2010.0
988,12046,3,1976,1,0,2,0,1,1,692,2,1,1118,2,1976.0
989,8125,2,2006,1,0,2,0,0,1,770,2,0,778,1,2006.0
990,9452,3,1998,1,0,2,0,1,1,322,3,0,1407,6,1997.0
991,17671,1,1986,1,0,3,0,1,1,700,2,0,916,4,1925.0
992,9760,2,1993,1,0,2,0,1,1,169,2,0,1020,4,1964.0
993,8846,2,2006,1,0,2,0,0,1,750,2,0,750,1,2005.0
994,12456,3,2007,1,0,2,0,1,1,528,3,0,1718,6,2008.0
995,4712,1,1950,1,0,2,0,0,1,363,1,0,774,5,1946.0
996,10659,1,1961,1,0,2,0,0,1,135,1,0,1050,3,1961.0
997,11717,2,1970,1,0,2,0,1,1,1442,2,1,1442,1,1970.0
998,9786,1,1950,1,0,2,0,1,0,1007,1,0,1077,1,1922.0
999,6762,2,2006,1,0,2,0,0,1,501,2,0,1208,6,2006.0
1000,10206,1,1952,1,0,2,0,0,0,0,2,0,944,0,1956.0
1001,5400,1,1950,1,0,2,0,0,1,691,1,0,691,1,1920.0
1002,11957,2,2006,1,0,2,0,1,1,1550,3,0,1574,6,2006.0
1003,11500,1,1976,2,0,2,0,0,1,1680,2,1,1680,1,1976.0
1004,3182,3,2006,1,0,2,0,1,1,1330,2,0,1504,6,2005.0
1005,8385,1,1977,1,0,2,0,0,1,390,1,0,985,6,1977.0
1006,12155,1,1970,1,0,2,1,1,1,420,2,0,1657,2,1970.0
1007,2217,2,1970,1,0,2,0,0,1,0,1,0,546,4,1970.0
1008,12118,3,2005,1,0,2,0,1,1,1710,2,0,1710,1,2004.0
1009,6000,0,1950,1,514,1,0,0,1,1008,0,0,1008,1,0.0
1010,21286,1,1950,1,0,2,0,1,1,720,1,0,720,1,1948.0
1011,9825,0,1965,2,0,2,0,0,0,0,0,0,1664,0,0.0
1012,10592,1,1996,1,0,3,0,2,1,602,1,0,900,1,1923.0
1013,7200,1,2006,1,0,2,0,0,0,310,1,0,1022,5,1956.0
1014,11664,1,1950,1,0,2,0,1,1,746,1,0,1082,4,1948.0
1015,8400,3,2001,1,0,2,0,0,1,167,2,1,810,6,2001.0
1016,11883,3,1996,1,0,2,0,1,1,814,2,0,1504,6,1996.0
1017,5814,2,1984,1,0,2,0,1,1,184,2,0,1360,6,1984.0
1018,10784,2,1992,1,0,2,0,1,1,384,2,0,802,1,1991.0
1019,3013,3,2005,1,0,2,0,1,1,1346,2,0,1506,6,2005.0
1020,7024,3,2005,1,0,2,0,0,1,108,2,0,1132,6,2005.0
1021,7406,2,2006,1,0,2,0,0,1,515,2,0,1220,6,2006.0
1022,9439,1,1950,1,0,2,0,0,1,588,1,0,912,2,1957.0
1023,3182,3,2006,1,0,2,0,1,1,1330,2,0,1504,6,2005.0
1024,15498,3,1976,1,0,2,0,1,1,0,2,0,2898,5,1976.0
1025,7700,1,1972,1,0,2,0,0,1,276,2,0,882,2,1980.0
1026,9300,1,1960,1,0,2,0,2,1,571,2,0,1264,3,1960.0
1027,9520,2,2008,1,0,2,0,1,1,125,3,0,1646,6,2008.0
1028,9492,1,1950,1,0,2,0,1,1,359,1,0,968,3,1941.0
1029,1680,1,1972,1,0,2,1,0,1,355,1,0,672,4,1972.0
1030,7082,0,1995,2,0,2,0,0,1,686,0,0,948,1,0.0
1031,15863,3,1970,1,397,2,0,2,1,301,2,0,1687,6,1970.0
1032,14541,2,1993,1,0,3,0,1,1,326,3,0,1352,6,1993.0
1033,8125,1,2002,1,0,2,0,0,1,668,3,0,1654,6,2002.0
1034,6305,1,1950,1,0,3,0,1,1,920,1,0,954,1,1938.0
1035,11500,1,1957,1,0,3,0,0,0,0,1,0,845,0,1957.0
1036,12898,3,2008,1,0,2,0,1,1,598,3,0,1620,6,2008.0
1037,9240,3,2002,1,0,2,0,1,1,1055,2,0,1055,1,2001.0
1038,1533,0,2008,1,0,2,0,1,1,546,0,0,798,1,0.0
1039,1477,1,1970,1,0,2,0,0,1,121,1,0,630,6,1970.0
1040,13125,2,2000,1,0,2,0,1,1,284,2,0,1803,3,1957.0
1041,9130,1,2000,1,0,2,1,0,1,336,2,1,800,6,1966.0
1042,5381,2,2005,1,0,2,0,1,1,406,2,0,1306,5,2005.0
1043,11839,1,1990,1,0,2,0,1,1,390,2,0,1532,6,1990.0
1044,9600,3,1981,1,0,2,0,1,1,1420,2,1,2524,5,1981.0
1045,13680,1,1955,1,0,2,0,1,1,0,2,0,1733,0,1955.0
1046,16056,3,2006,1,0,2,0,1,1,1752,3,0,1992,6,2005.0
1047,9245,1,1995,1,0,2,1,0,1,304,2,0,990,6,1996.0
1048,21750,1,2006,1,0,1,0,1,1,0,2,0,1771,0,1960.0
1049,11100,1,2006,1,0,2,0,0,1,0,1,0,930,0,1946.0
1050,8993,3,2007,1,0,2,0,0,1,1302,2,0,1302,1,2007.0
1051,11175,3,2007,1,0,2,0,1,1,1316,2,0,1316,1,2007.0
1052,9500,2,1978,1,0,2,1,1,1,374,2,0,1127,3,1964.0
1053,8562,1,2002,1,0,2,0,1,1,833,1,0,1526,3,1957.0
1054,11367,3,2002,1,0,2,0,1,1,133,2,0,1091,6,2002.0
1055,11361,3,1976,1,0,2,1,1,1,549,2,1,1523,5,1976.0
1056,7052,2,2005,1,0,2,0,1,1,705,2,0,1364,6,2005.0
1057,29959,3,1994,1,0,2,0,1,1,378,2,0,979,6,1994.0
1058,11308,3,2008,1,0,2,0,1,1,168,3,0,1130,6,2008.0
1059,11275,1,1950,1,0,2,0,1,1,0,2,0,1096,3,1977.0
1060,4920,3,2001,1,0,2,0,0,1,722,2,0,1338,6,2001.0
1061,18000,2,1950,1,0,2,0,0,1,894,3,0,894,1,1994.0
1062,13600,1,1950,2,0,2,0,0,0,662,2,0,1422,1,1945.0
1063,6000,1,1980,1,0,3,0,1,1,706,2,0,1103,4,1976.0
1064,11000,2,1966,1,0,2,0,1,1,184,2,0,1154,4,1966.0
1065,14000,2,1997,1,0,2,0,0,1,105,2,0,1306,6,1996.0
1066,7837,2,1994,1,0,2,0,1,1,799,2,0,799,1,1993.0
1067,9760,2,1964,1,0,2,0,0,1,0,2,0,798,6,1964.0
1068,3964,3,1973,1,0,2,0,1,1,105,2,0,1291,5,1973.0
1069,9600,1,2003,1,0,2,1,0,1,625,2,0,893,5,1985.0
1070,10152,1,1956,1,0,2,0,0,1,462,1,0,1048,4,1956.0
1071,11700,1,1968,1,0,2,0,0,1,429,2,1,829,3,1968.0
1072,7585,1,1950,1,0,2,1,1,1,810,1,0,1002,1,1954.0
1073,7950,3,1977,1,0,2,0,0,1,155,2,0,698,4,1977.0
1074,8556,2,2006,1,0,2,0,0,1,1240,3,0,1240,1,2006.0
1075,13125,1,1984,1,0,2,0,2,1,390,1,0,960,4,1940.0
1076,10800,1,1989,1,0,2,1,1,1,170,2,0,1096,5,1950.0
1077,15870,3,1969,1,0,2,0,0,1,230,1,0,1096,4,1969.0
1078,4435,2,2004,1,0,2,0,1,1,186,2,0,848,6,2004.0
1079,8775,1,1994,1,0,2,0,0,1,495,1,0,990,6,1996.0
1080,11040,2,2004,1,0,3,1,0,1,602,2,1,1258,5,1971.0
1081,7500,3,1963,1,0,2,0,0,1,216,1,0,1040,5,1963.0
1082,8749,2,2002,1,0,2,0,1,1,1459,2,0,1459,1,2002.0
1083,8800,2,1964,1,0,2,0,2,1,698,1,0,1251,4,1964.0
1084,13031,3,1996,1,0,2,0,1,1,99,2,0,691,5,1995.0
1085,9069,1,1992,1,0,2,0,0,1,189,2,0,996,6,1992.0
1086,1974,2,1973,1,0,2,0,0,1,212,1,0,546,4,1973.0
1087,10574,2,2006,1,0,2,0,1,1,1082,3,0,1082,1,2005.0
1088,2522,1,2004,1,0,2,0,0,1,970,2,0,970,1,2004.0
1089,3316,3,2005,1,0,2,0,1,1,208,2,0,1247,6,2005.0
1090,8544,1,1950,2,0,2,0,0,0,0,2,0,1040,0,1987.0
1091,2160,1,2000,1,0,2,0,0,1,90,2,0,624,4,1999.0
1092,8400,1,1950,1,0,2,0,1,1,758,2,0,1390,3,1925.0
1093,9230,1,1998,1,0,2,0,0,1,203,2,0,1200,6,1977.0
1094,5868,3,2000,1,0,2,0,0,1,448,1,0,936,4,1956.0
1095,9317,2,2006,1,0,2,0,1,1,1290,2,0,1314,6,2006.0
1096,6882,0,2006,1,0,2,0,0,1,684,0,0,773,1,0.0
1097,3696,2,1986,1,0,2,0,0,1,1074,2,0,1088,1,1987.0
1098,6000,1,1950,1,0,2,0,0,1,0,1,0,757,4,1936.0
1099,11880,2,1978,1,0,2,0,1,1,567,2,1,1601,5,1978.0
1100,8400,1,1950,1,0,2,0,0,0,0,1,0,438,3,1930.0
1101,9758,1,1971,1,0,2,0,0,1,251,1,0,950,4,1981.0
1102,7000,2,2002,1,0,2,0,0,1,422,1,0,1134,3,1960.0
1103,8910,3,1959,1,0,2,1,1,1,0,2,0,1194,5,1954.0
1104,2016,1,1970,1,0,2,0,0,1,630,2,0,630,1,1970.0
1105,12256,2,1995,1,0,2,0,2,1,431,2,0,1500,6,1994.0
1106,10357,3,1991,1,0,2,0,1,1,172,2,0,1442,6,1990.0
1107,23257,2,2006,1,0,2,0,1,1,868,2,0,887,1,2006.0
1108,8063,2,2000,1,0,2,0,1,1,924,2,0,948,1,2000.0
1109,11362,3,2005,1,0,2,0,1,1,797,3,0,1836,6,2004.0
1110,8000,3,1996,1,0,2,0,1,1,554,2,0,773,6,1995.0
1111,10480,2,1976,1,0,2,0,1,1,400,2,1,1098,5,1976.0
1112,7100,1,1957,1,0,2,0,0,1,108,1,0,816,6,1957.0
1113,8923,1,2006,1,0,2,0,0,1,365,1,0,1008,4,1953.0
1114,5400,1,2000,1,0,3,0,0,1,418,1,0,833,3,1955.0
1115,12085,2,2007,1,0,2,0,1,1,730,3,0,1734,6,2007.0
1116,7750,3,2002,1,0,2,0,1,1,55,2,0,779,6,2002.0
1117,9764,2,2003,1,0,2,0,0,1,192,2,0,894,4,1967.0
1118,13825,2,1987,1,0,3,1,0,1,533,1,0,1021,1,1958.0
1119,7560,2,1959,1,0,2,0,0,1,671,1,0,1040,2,1959.0
1120,8263,1,1950,1,0,2,0,1,1,1012,1,0,1012,1,1920.0
1121,10084,2,2006,1,0,2,0,0,1,1528,3,0,1552,6,2005.0
1122,8926,1,1956,1,0,2,0,0,1,672,1,0,960,1,1956.0
1123,9405,0,2008,1,0,4,1,0,1,698,0,0,698,1,0.0
1124,9125,3,1992,1,0,2,0,1,1,384,2,0,812,1,1992.0
1125,10434,1,1955,1,0,2,0,1,1,1005,2,0,1005,1,1977.0
1126,3684,3,2007,1,0,2,0,1,1,1373,3,0,1555,1,2007.0
1127,14572,3,2004,1,0,2,0,1,1,230,3,0,1530,6,2004.0
1128,11796,3,2005,1,0,2,0,1,1,847,2,0,847,1,2004.0
1129,7200,1,1980,1,0,2,0,0,1,0,2,0,936,6,1980.0
1130,7804,1,1950,1,0,2,0,2,1,500,2,0,1328,4,1981.0
1131,10712,0,1992,1,0,2,0,0,1,762,0,0,974,4,0.0
1132,9900,1,1950,1,0,2,0,0,1,1008,1,0,1178,1,1930.0
1133,9828,2,1995,1,0,2,0,1,1,544,2,0,1142,6,1995.0
1134,8773,3,1997,1,0,2,0,1,1,916,2,0,916,1,1997.0
1135,6180,1,1950,1,0,2,0,1,0,960,1,0,986,1,1926.0
1136,9600,1,1950,1,0,2,0,0,1,752,1,0,1032,4,1950.0
1137,6342,0,1996,1,0,3,0,0,0,780,0,0,780,1,0.0
1138,9819,2,1977,1,0,2,0,2,1,0,2,0,1567,5,1977.0
1139,8731,1,1950,1,0,1,0,1,1,270,2,0,1167,4,1972.0
1140,7350,1,1951,1,0,2,0,0,1,100,2,0,952,5,1988.0
1141,10304,1,1976,1,0,3,0,1,1,399,2,1,1088,5,1976.0
1142,9965,2,2007,1,0,2,0,1,1,316,3,0,1466,6,2006.0
1143,9000,0,1959,1,0,2,0,0,1,718,0,0,1006,6,0.0
1144,12180,1,1950,1,0,1,0,0,0,324,1,0,672,4,1941.0
1145,6240,1,1950,1,0,2,0,1,1,1042,1,0,1042,1,1928.0
1146,11200,1,1985,1,0,2,0,1,1,40,2,0,1298,6,1985.0
1147,12000,1,1950,1,0,2,0,1,1,429,1,0,860,3,1941.0
1148,5700,1,1950,1,0,2,0,1,1,572,1,0,572,1,1982.0
1149,9000,1,1988,1,0,3,1,0,1,26,2,0,832,5,1930.0
1150,8280,1,1950,1,0,2,0,1,1,932,1,0,932,1,1950.0
1151,17755,3,1959,1,0,2,0,2,1,1290,2,0,1466,4,1959.0
1152,14115,3,2004,1,0,2,0,1,1,230,2,0,1811,5,1956.0
1153,5890,1,2007,1,0,3,0,0,1,278,1,0,816,5,2002.0
1154,13700,1,1988,1,0,2,0,2,1,410,2,0,902,5,1965.0
1155,10768,2,2004,1,0,3,0,1,1,280,2,0,1437,5,1976.0
1156,9350,2,1999,1,0,3,1,1,1,586,2,0,1265,5,1965.0
1157,5001,2,2008,1,0,2,0,1,1,410,2,0,1314,6,2008.0
1158,11932,2,2008,1,0,2,0,0,1,1580,3,0,1580,1,2008.0
1159,9120,2,1974,1,0,2,0,1,1,459,2,1,943,5,1974.0
1160,2280,1,1978,1,0,2,0,1,1,544,2,0,855,5,1978.0
1161,14778,1,2006,1,0,2,0,1,1,568,2,0,1640,4,1993.0
1162,8724,3,1968,1,0,2,0,1,1,402,2,0,894,4,1968.0
1163,12900,1,1969,2,0,2,0,0,1,0,2,0,1258,6,1969.0
1164,16157,1,1978,1,0,2,0,1,1,289,2,0,1432,5,1978.0
1165,9541,2,2009,1,0,2,0,0,1,1502,2,0,1502,1,2009.0
1166,10475,2,2008,1,0,2,0,0,1,1694,3,0,1694,1,2008.0
1167,10852,3,2000,1,0,2,0,1,1,173,2,0,959,6,2000.0
1168,13728,1,1986,1,0,2,0,2,1,501,2,0,1236,3,1935.0
1169,35760,3,1996,1,0,3,0,1,1,543,3,0,1831,6,1995.0
